4.436999999999999833e-01 4.840666666666666451e-01 4.979000000000000092e-01 5.049666666666666748e-01 4.797666666666666746e-01 4.845666666666667011e-01 4.805333333333333679e-01 4.598333333333333162e-01 1.666666666666666297e-01 1.666666666666666297e-01
2.920333333333333670e-01 2.941333333333333577e-01 2.962333333333333485e-01 2.751333333333333409e-01 2.845666666666666345e-01 2.808666666666667089e-01 2.061333333333332796e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01
1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01
4.959999999999999964e-01 1.666666666666666297e-01 1.666666666666666297e-01 4.962666666666666337e-01 1.666666666666666297e-01 1.673999999999999932e-01 1.692333333333333467e-01 1.673666666666666636e-01 1.667999999999999483e-01 1.666666666666666297e-01
1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.685333333333333128e-01 2.008999999999999675e-01 1.804999999999999938e-01 1.666666666666666297e-01 1.666666666666666297e-01
1.666666666666666297e-01 4.655000000000000249e-01 4.899333333333333318e-01 1.666666666666666297e-01 1.700333333333333696e-01 1.989333333333332954e-01 2.344000000000000528e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01
5.032666666666666400e-01 1.676999999999999602e-01 1.682000000000000162e-01 7.348000000000000087e-01 2.393666666666666165e-01 2.348000000000000087e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01
6.350999999999999979e-01 7.363333333333332842e-01 7.376000000000000334e-01 7.508000000000000229e-01 2.574333333333332918e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01
2.995666666666666478e-01 7.788333333333332664e-01 2.777333333333333876e-01 2.817333333333332801e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01
6.957333333333333147e-01 7.839333333333333709e-01 2.855999999999999650e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01 1.666666666666666297e-01
